ID	Name	Genes	Subsystem
DASYN160	CDP-diacylglycerol synthetase (n-C16:0)	TD01GL000528	Glycerophospholipid Metabolism
DASYN161	CDP-diacylglycerol synthetase (n-C16:1)	TD01GL000528	Glycerophospholipid Metabolism
DASYN180	CDP-diacylglycerol synthetase (n-C18:0)	TD01GL000528	Glycerophospholipid Metabolism
PGSA141	Phosphatidylglycerol synthase (n-C14:1)	TD01GL001261	Glycerophospholipid Metabolism
PGSA160	Phosphatidylglycerol synthase (n-C16:0)	TD01GL001261	Glycerophospholipid Metabolism
PGSA161	Phosphatidylglycerol synthase (n-C16:1)	TD01GL001261	Glycerophospholipid Metabolism
PGSA120	Phosphatidylglycerol synthase (n-C12:0)	TD01GL001261	Glycerophospholipid Metabolism
PGSA140	Phosphatidylglycerol synthase (n-C14:0)	TD01GL001261	Glycerophospholipid Metabolism
PGSA181	Phosphatidylglycerol synthase (n-C18:1)	TD01GL001261	Glycerophospholipid Metabolism
PGSA180	Phosphatidylglycerol synthase (n-C18:0)	TD01GL001261	Glycerophospholipid Metabolism
OGMEACPR	3-Oxo-glutaryl-[ACP] methyl ester reductase	TD01GL002267	Cofactor and Prosthetic Group Biosynthesis
R04953	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	TD01GL002267	Cell Envelope Biosynthesis
3OAR141	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)	TD01GL002267	Cell Envelope Biosynthesis
3OAR40	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	TD01GL002267	Cell Envelope Biosynthesis
R04543	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)	TD01GL002267	Cell Envelope Biosynthesis
3OAR161	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)	TD01GL002267	Cell Envelope Biosynthesis
RXN-9524	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	TD01GL002267	Cell Envelope Biosynthesis
3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	TD01GL002267	Cell Envelope Biosynthesis
3OAR180	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)	TD01GL002267	Cell Envelope Biosynthesis
RXN-9536	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	TD01GL002267	Cell Envelope Biosynthesis
R04964	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	TD01GL002267	Cell Envelope Biosynthesis
OPMEACPR	3-Oxo-pimeloyl-[ACP] methyl ester reductase	TD01GL002267	Cofactor and Prosthetic Group Biosynthesis
RXN-9528	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	TD01GL002267	Cell Envelope Biosynthesis
3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	TD01GL002267	Cell Envelope Biosynthesis
CFAS180E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)	TD01GL000151	Glycerophospholipid Metabolism
CFAS160E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)	TD01GL000151	Glycerophospholipid Metabolism
CFAS160G	Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)	TD01GL000151	Glycerophospholipid Metabolism
CFAS180G	Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)	TD01GL000151	Glycerophospholipid Metabolism
PGPP180	Phosphatidylglycerol phosphate phosphatase (n-C18:0)	TD01GL002569	Glycerophospholipid Metabolism
PGPP140	Phosphatidylglycerol phosphate phosphatase (n-C14:0)	TD01GL002569	Glycerophospholipid Metabolism
PGPP161	Phosphatidylglycerol phosphate phosphatase (n-C16:1)	TD01GL002569	Glycerophospholipid Metabolism
PGPP181	Phosphatidylglycerol phosphate phosphatase (n-C18:1)	TD01GL002569	Glycerophospholipid Metabolism
PGPP120	Phosphatidylglycerol phosphate phosphatase (n-C14:0)	TD01GL002569	Glycerophospholipid Metabolism
PGPP141	Phosphatidylglycerol phosphate phosphatase (n-C14:1)	TD01GL002569	Glycerophospholipid Metabolism
PGPP160	Phosphatidylglycerol phosphate phosphatase (n-C16:0)	TD01GL002569	Glycerophospholipid Metabolism
RXN0-305	Hydroxypyruvate isomerase	TD01GL001376	Alternate Carbon Metabolism
GGPTRCO	Gamma glutamyl putrescine oxidase	TD01GL003380	Alternate Carbon Metabolism
ADOMET-DMK-METHYLTRANSFER-RXN	S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8)	TD01GL003113	Cofactor and Prosthetic Group Biosynthesis
OMBZLM	2-Octaprenyl-6-methoxy-benzoquinol methylase	TD01GL003113	Cofactor and Prosthetic Group Biosynthesis
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	S-Formylglutathione hydralase	TD01GL002897	Cofactor and Prosthetic Group Biosynthesis
DMK-RXN	1,4-dihydroxy-2-naphthoate octaprenyltransferase	TD01GL002100	Cofactor and Prosthetic Group Biosynthesis
AMPMS2	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	TD01GL000947	Cofactor and Prosthetic Group Biosynthesis
GLUTATHIONE-PEROXIDASE-RXN	Glutathione peridoxase	TD01GL002792	Unassigned
RXN-11481	3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	TD01GL000534	Cofactor and Prosthetic Group Biosynthesis
RXN-11477	3-Oxo-glutaryl-[ACP] methyl ester dehydratase	TD01GL000534	Cofactor and Prosthetic Group Biosynthesis
AGPAT140	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	TD01GL000146	Glycerophospholipid Metabolism
AGPAT120	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	TD01GL000146	Glycerophospholipid Metabolism
AGPAT180	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	TD01GL000146	Glycerophospholipid Metabolism
AGPAT141	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)	TD01GL000146	Glycerophospholipid Metabolism
AGPAT181	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	TD01GL000146	Glycerophospholipid Metabolism
AGPAT161	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	TD01GL000146	Glycerophospholipid Metabolism
AGPAT160	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	TD01GL000146	Glycerophospholipid Metabolism
DAGK160	Diacylglycerol kinase (n-C16:0)	TD01GL003137	Glycerophospholipid Metabolism
DAGK161	Diacylglycerol kinase (n-C16:1)	TD01GL003137	Glycerophospholipid Metabolism
DAGK141	Diacylglycerol kinase (n-C14:1)	TD01GL003137	Glycerophospholipid Metabolism
DAGK140	Diacylglycerol kinase (n-C14:0)	TD01GL003137	Glycerophospholipid Metabolism
DAGK180	Diacylglycerol kinase (n-C18:0)	TD01GL003137	Glycerophospholipid Metabolism
DAGK120	Diacylglycerol kinase (n-C12:0)	TD01GL003137	Glycerophospholipid Metabolism
DAGK181	Diacylglycerol kinase (n-C18:1)	TD01GL003137	Glycerophospholipid Metabolism
PSD180	Phosphatidylserine decarboxylase (n-C18:0)	TD01GL002386	Glycerophospholipid Metabolism
PSD181	Phosphatidylserine decarboxylase (n-C18:1)	TD01GL002386	Glycerophospholipid Metabolism
PSD160	Phosphatidylserine decarboxylase (n-C16:0)	TD01GL002386	Glycerophospholipid Metabolism
PSD141	Phosphatidylserine decarboxylase (n-C14:1)	TD01GL002386	Glycerophospholipid Metabolism
PSD120	Phosphatidylserine decarboxylase (n-C12:0)	TD01GL002386	Glycerophospholipid Metabolism
PSD140	Phosphatidylserine decarboxylase (n-C14:0)	TD01GL002386	Glycerophospholipid Metabolism
PSD161	Phosphatidylserine decarboxylase (n-C16:1)	TD01GL002386	Glycerophospholipid Metabolism
SUCDi	Succinate dehydrogenase (irreversible)	TD01GL001056;TD01GL001054;TD01GL001057;TD01GL001055	Oxidative Phosphorylation
R01900	Aconitase (half-reaction B, Isocitrate hydro-lyase)	TD01GL003213;TD01GL001686	Citric Acid Cycle
ACONITATEDEHYDR-RXN	Aconitase (half-reaction A, Citrate hydro-lyase)	TD01GL001250;TD01GL003213;TD01GL001686	Citric Acid Cycle
4.2.1.99-RXN	2-methylisocitrate dehydratase	TD01GL001250;TD01GL001686	Alternate Carbon Metabolism
NADH-PEROXIDASE-RXN	NADH peroxidase	TD01GL001193;TD01GL001194	Unassigned
R03990	Acyl-CoA dehydrogenase (tetradecanoyl-CoA)	TD01GL002124	Membrane Lipid Metabolism
ACOAD8f	Acyl-CoA dehydrogenase (octadecanoyl-CoA)	TD01GL002124	Membrane Lipid Metabolism
ACOAD4f	Acyl-CoA dehydrogenase (decanoyl-CoA)	TD01GL002124	Membrane Lipid Metabolism
R03777	Acyl-CoA dehydrogenase (octanoyl-CoA)	TD01GL002124	Membrane Lipid Metabolism
R01279	Acyl-CoA dehydrogenase (hexadecanoyl-CoA)	TD01GL002124	Membrane Lipid Metabolism
R03857	Acyl-CoA dehydrogenase (dodecanoyl-CoA)	TD01GL002124	Membrane Lipid Metabolism
R01175	Acyl-CoA dehydrogenase (butanoyl-CoA)	TD01GL002124	Membrane Lipid Metabolism
ACOAD2f	Acyl-CoA dehydrogenase (hexanoyl-CoA)	TD01GL002124	Membrane Lipid Metabolism
FA100ACPHi	Fatty-acyl-ACP hydrolase	TD01GL001271	Cell Envelope Biosynthesis
FA120ACPHi	Fatty-acyl-ACP hydrolase	TD01GL001271	Cell Envelope Biosynthesis
FA140ACPHi	Fatty-acyl-ACP hydrolase	TD01GL001271	Cell Envelope Biosynthesis
FA160ACPHi	Fatty-acyl-ACP hydrolase	TD01GL001271	Cell Envelope Biosynthesis
FA161ACPHi	Fatty-acyl-ACP hydrolase	TD01GL001271	Cell Envelope Biosynthesis
FA141ACPHi	Fatty-acyl-ACP hydrolase	TD01GL001271	Cell Envelope Biosynthesis
FA80ACPHi	Fatty-acyl-ACP hydrolase	TD01GL001271	Cell Envelope Biosynthesis
UM4PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase	TD01GL001553	Murein Recycling
UM3PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	TD01GL001553	Murein Recycling
RXN0-5229	L-galactonate oxidoreductase	TD01GL001535	Alternate Carbon Metabolism
MALCOAMT	Malonyl-CoA methyltransferase	TD01GL000624	Cofactor and Prosthetic Group Biosynthesis
DGUNC	Diguanylate cyclase	TD01GL003604;TD01GL002860	Nucleotide Salvage Pathway
LDGUNPD	Linear diguanylate phosphodiesterase	TD01GL003485	Nucleotide Salvage Pathway
RXN-8344	Molybdopterin adenylyltransferase	TD01GL002103	Cofactor and Prosthetic Group Biosynthesis
ICYSDS	ISC Cysteine desulfuration	TD01GL000663	Cofactor and Prosthetic Group Biosynthesis
MOADSUx	MoaD sulfuration (nadh, assumed)	TD01GL000663;TD01GL001672	Cofactor and Prosthetic Group Biosynthesis
OXDHCOAT	3-oxo-5,6-dehydrosuberyl-CoA thiolase	TD01GL003530;TD01GL003533	Alternate Carbon Metabolism
REPHACCOAI	Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	TD01GL003530	Alternate Carbon Metabolism
APG3PAT160	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0)	TD01GL002907	Glycerophospholipid Metabolism
APG3PAT181	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)	TD01GL002907	Glycerophospholipid Metabolism
APG3PAT140	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0)	TD01GL002907	Glycerophospholipid Metabolism
APG3PAT180	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0)	TD01GL002907	Glycerophospholipid Metabolism
APG3PAT120	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0)	TD01GL002907	Glycerophospholipid Metabolism
APG3PAT161	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1)	TD01GL002907	Glycerophospholipid Metabolism
APG3PAT141	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1)	TD01GL002907	Glycerophospholipid Metabolism
S4FE4SR	SUF [4Fe-4S] Reduction	TD01GL001337;TD01GL001338;TD01GL001336	Cofactor and Prosthetic Group Biosynthesis
S4FE4ST	SUF [4Fe-4S] Transfer	TD01GL000662;TD01GL001338;TD01GL001337;TD01GL001336	Cofactor and Prosthetic Group Biosynthesis
S2FE2ST	SUF [2Fe-2S] Transfer	TD01GL000662;TD01GL001338;TD01GL001337;TD01GL001336	Cofactor and Prosthetic Group Biosynthesis
BWCOS	Tungsten bispterin cofactor synthase	TD01GL003338	Cofactor and Prosthetic Group Biosynthesis
WCOS	Tungsten pterin cofactor synthase	TD01GL003338	Cofactor and Prosthetic Group Biosynthesis
BMOCOS	Bis-molybdenum cofactor synthase	TD01GL003338	Cofactor and Prosthetic Group Biosynthesis
MOCOS	Molybdenum cofactor synthase	TD01GL003338	Cofactor and Prosthetic Group Biosynthesis
BMOGDS2	Bis-molybdopterin guanine dinucleotide synthase	TD01GL001671;TD01GL003337	Cofactor and Prosthetic Group Biosynthesis
BMOGDS1	Bis-molybdopterin guanine dinucleotide synthase (single GDP)	TD01GL001671;TD01GL003337	Cofactor and Prosthetic Group Biosynthesis
BWCOGDS1	Tungsten bispterin guanine dinucleotide synthase (single GDP)	TD01GL001671;TD01GL003337	Cofactor and Prosthetic Group Biosynthesis
MOGDS	Molybdopterin guanine dinucleotide synthase	TD01GL001671;TD01GL003337	Cofactor and Prosthetic Group Biosynthesis
BWCOGDS2	Tungsten bispterin guanine dinucleotide synthase	TD01GL001671;TD01GL003337	Cofactor and Prosthetic Group Biosynthesis
DHNPTE	Dihydroneopterin epimerase	TD01GL002908	Cofactor and Prosthetic Group Biosynthesis
H2NEOPTERINALDOL-RXN	Dihydroneopterin aldolase reversible	TD01GL002908	Cofactor and Prosthetic Group Biosynthesis
BTS5	Biotin synthase	TD01GL000627	Cofactor and Prosthetic Group Biosynthesis
RXN-12093	7-cyano-7-carbaguanine synthase	TD01GL001692	Cofactor and Prosthetic Group Biosynthesis
RXN0-4022	7-cyano-7-deazaguanine reductase	TD01GL001134	Cofactor and Prosthetic Group Biosynthesis
RXN0-6460	Peroxyureidoacrylate hydrolase	TD01GL002160	Nucleotide Salvage Pathway
POAACR	Peroxyaminoacrylate reductase	TD01GL001528	Nucleotide Salvage Pathway
APH180	Acylphosphatase (C18:0)	TD01GL001885	Glycerophospholipid Metabolism
APH181	Acylphosphatase (C18:1)	TD01GL001885	Glycerophospholipid Metabolism
APH120	Acylphosphatase (C12:0)	TD01GL001885	Glycerophospholipid Metabolism
APH140	Acylphosphatase (C14:0)	TD01GL001885	Glycerophospholipid Metabolism
APH141	Acylphosphatase (C14:1)	TD01GL001885	Glycerophospholipid Metabolism
APH161	Acylphosphatase (C16:1)	TD01GL001885	Glycerophospholipid Metabolism
APH160	Acylphosphatase (C16:0)	TD01GL001885	Glycerophospholipid Metabolism
RXN-11319	Tyrosine lyase	TD01GL003670	Cofactor and Prosthetic Group Biosynthesis
PACCOAE	Ring 1,2-phenylacetyl-CoA epoxidase (NADPH)	TD01GL003536;TD01GL003537;TD01GL003535;TD01GL003539;TD01GL003538	Alternate Carbon Metabolism
RXN-3641	3-oxoadipyl-CoA thiolase	TD01GL003533	Alternate Carbon Metabolism
RXN0-2044	3-hydroxyadipyl-CoA dehydrogenase (NAD+)	TD01GL003531	Alternate Carbon Metabolism
MPTS	Molybdopterin synthase	TD01GL001673;TD01GL001672	Cofactor and Prosthetic Group Biosynthesis
RXN-11484	8-amino-7-oxononanoate synthase	TD01GL000626	Cofactor and Prosthetic Group Biosynthesis
RXN-11483	Pimeloyl-[ACP] methyl ester esterase	TD01GL000625	Cofactor and Prosthetic Group Biosynthesis
RXN0-6511	Oxepin-CoA hydrolase/ 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (NADP+)	TD01GL003540	Alternate Carbon Metabolism
DHACOAH	2,3-dehydroadipyl-CoA hydratase	TD01GL003529	Alternate Carbon Metabolism
MPTSS	Molybdopterin synthase sulfurylase	TD01GL001192	Cofactor and Prosthetic Group Biosynthesis
CPMPS	Cyclic pyranopterin monophosphate synthase	TD01GL001672;TD01GL002101	Cofactor and Prosthetic Group Biosynthesis
LIPOCT	Lipoyl(octanoyl) transferase	TD01GL001569	Cofactor and Prosthetic Group Biosynthesis
LIPOS	Lipoate synthase	TD01GL001570	Cofactor and Prosthetic Group Biosynthesis
RXN0-5208	Ap4A synthetase	TD01GL000483	Nucleotide Salvage Pathway
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	Gamma-hydroxybutyrate dehydrogenase (NADH)	TD01GL002193	Arginine and Proline Metabolism
3SLAR	3-sulfolactaldehyde reductase	TD01GL002193	Alternate Carbon Metabolism
SHGO	S-2-hydroxyglutarate oxidase	TD01GL002178	Glycine and Serine Metabolism
NADPHXD	NADPHX dehydratase	TD01GL002381	Metabolite Repair
NADHXD	NADHX dehydratase	TD01GL002381	Metabolite Repair
NADPHXE	NADPHX epimerase	TD01GL002381	Metabolite Repair
NADHXE	NADHX epimerase	TD01GL002381	Metabolite Repair
FE3DCITR5	Ferric-dicitrate reductase via nadph	TD01GL000851	Inorganic Ion Transport and Metabolism
FEENTERR4	Fe-enterobactin reduction via nadph	TD01GL000851	Inorganic Ion Transport and Metabolism
FE3DHBZS3R	Fe(III)-(2,3-dihydroxybenzoylserine)3 reductase via NADPH	TD01GL000851	Inorganic Ion Transport and Metabolism
ALLTAMH2	Allantoate amidinohydrolase	TD01GL003387	Nitrogen Metabolism
UGCIAMH	Ureidoglycine aminohydrolase	TD01GL003017	Nitrogen Metabolism
ACOAD1fr	Acyl-CoA dehydrogenase (butanoyl-CoA)	TD01GL002202	Membrane Lipid Metabolism
ALR2x	Aldose reductase (methylglyoxal) (nadh)	TD01GL001819	Methylglyoxal Metabolism
OMPHHXy	2-octaprenyl-6-methoxyphenol hydroxylase (NADPH)	TD01GL000026	Cofactor and Prosthetic Group Biosynthesis
ACOXT	Acetyl-CoA:oxalate CoA-transferase	TD01GL000714	Membrane Lipid Metabolism
2HESR	2-hydroxyethyldisulfide reductase	TD01GL001002;TD01GL003027	Alternate Carbon Metabolism
CHOLID	7-?-hydroxysteroid dehydrogenase	TD01GL002084	Alternate Carbon Metabolism
4ABZGLUH	P-aminobenzoyl-glutamate hydrolase	TD01GL003514	Cofactor and Prosthetic Group Biosynthesis
PHDA	Phenylhydantoinase	TD01GL003345	Alternate Carbon Metabolism
PACOAT	Phenylacetyl-CoA thioesterase	TD01GL003532	Alternate Carbon Metabolism
HPACOAT	Hydroxyphenylacetyl-CoA thioesterase	TD01GL003532	Alternate Carbon Metabolism
DHCURR	NADPH-dependent dihydrocurcumin reductase	TD01GL000837	Alternate Carbon Metabolism
CURR	NADPH-dependent curcumin reductase	TD01GL000837	Alternate Carbon Metabolism
METNA	L-amino acid N-acyltransferase	TD01GL000873	Methionine Metabolism
HPYRP	3-phosphohydroxypyruvate phosphatase	TD01GL001022	Alternate Carbon Metabolism
PNSPA	Purine Nucleoside Phorphoramidase	TD01GL002628	Purine and Pyrimidine Biosynthesis
UDPGPT	Undecaprenyl-phosphate glucose phosphotransferase	TD01GL002531	Cell Envelope Biosynthesis
OMMBLHXy	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (NADPHl)	TD01GL000706	Cofactor and Prosthetic Group Biosynthesis
OPHHXy	2-Octaprenylphenol hydroxylase (NADPH)	TD01GL000027	Cofactor and Prosthetic Group Biosynthesis
2HPTCOAT	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase	TD01GL003526	Alternate Carbon Metabolism
CXSAMS	Carboxy-S-adenosyl-L-methionine synthase	TD01GL002405	Cofactor and Prosthetic Group Biosynthesis
SQGH	Sulfoquinovosidase	TD01GL002083	Alternate Carbon Metabolism
2-HALOACID-DEHALOGENASE-RXN	haloacid dehalogenase;S-2-haloacid dehalogenase	TD01GL002966	
3.5.99.5-RXN	2-aminomuconate deaminase	TD01GL000438	2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate;2-aminophenol degradation;2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA
RXN-12463	23S rRNA (cytidine1920-2'-O)-methyltransferase	TD01GL001209	
RXN-18709	TusA:TusD sulfurtransferase	TD01GL001823	tRNA-uridine 2-thiolation and selenation (bacteria)
1TRANSKETO-RXN	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycoaldehyde transferase;transketolase	TD01GL000053	Bifidobacterium shunt;Calvin-Benson-Bassham cycle;Rubisco shunt;pentose phosphate pathway (non-oxidative branch);formaldehyde assimilation III (dihydroxyacetone cycle);formaldehyde assimilation II (assimilatory RuMP Cycle);pentose phosphate pathway (partial)
GLYCPDIESTER-RXN	glycerophosphodiester phosphodiesterase;phosphatidylglycerol phospholipase C;glycerophosphoryl diester phosphodiesterase;glycerophosphodiesterase	TD01GL002732	glycerophosphodiester degradation
RXN-17783	acyl-CoA dehydrogenase	TD01GL002124	oleate beta-oxidation
MANNPISOM-RXN	phosphomannose isomerase;mannose-6-phosphate isomerase	TD01GL000981	GDP-mannose biosynthesis;beta-(1,4)-mannan degradation;L-ascorbate biosynthesis I (L-galactose pathway);mannitol biosynthesis;1,5-anhydrofructose degradation;beta-1,4-D-mannosyl-N-acetyl-D-glucosamine degradation;D-mannose degradation;mannitol degradation II
RXN0-1342	tRNA preQ134 S-adenosylmethionine ribosyltransferase-isomerase;S-adenosylmethionine--tRNA ribosyltransferase-isomerase	TD01GL000672	queuosine biosynthesis III (queuosine salvage);queuosine biosynthesis I (de novo)
PYRUVATE-CARBOXYLASE-RXN	pyruvate carboxylase	TD01GL000745	(S)-lactate fermentation to propanoate, acetate and hydrogen;gluconeogenesis II (Methanobacterium thermoautotrophicum);incomplete reductive TCA cycle;gluconeogenesis III;Methanobacterium thermoautotrophicum biosynthetic metabolism
RXN0-2161	L-serine:tRNASec ligase (AMP-forming);seryl-tRNAsec synthetase	TD01GL001241	L-selenocysteine biosynthesis II (archaea and eukaryotes);L-selenocysteine biosynthesis I (bacteria)
RXN0-7272	phosphatidylglycerol synthase	TD01GL001889;TD01GL003058	
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	tRNA m7G46 methyltransferase	TD01GL003671	
RXN-2462	2-pyrone-4,6-dicarboxylate hydrolase	TD01GL001237	syringate degradation;gallate degradation II;methylgallate degradation;protocatechuate degradation I (meta-cleavage pathway)
RXN0-7167	tRNA cmo5U34 methyltransferase	TD01GL002425	5-(methoxycarbonylmethoxy)uridine biosynthesis
GLUTAMINE--TRNA-LIGASE-RXN	glutaminyl-tRNA synthetase;glutaminemdashtRNA ligase	TD01GL001745	tRNA charging
RXN-17775	acyl-CoA dehydrogenase	TD01GL002124	oleate beta-oxidation
RXN-6261	adenosylcobinamide-phosphate synthase	TD01GL001447	adenosylcobinamide-GDP biosynthesis from cobyrinate a,c-diamide;superpathway of adenosylcobalamin salvage from cobinamide II;adenosylcobinamideGDP salvage from cobinamide II
RXN-15782	malonyl-[PigH]--pyrrolyl-2-carboxyl-2-carboxyl-S-[PigJ acyl-carrier protein] malonyltransferase (decarboxylating)	TD01GL002477	prodigiosin biosynthesis
RXN0-7090	protein-arginine oxygenase	TD01GL001101	
RXN-16242	CAI-1 synthase	TD01GL001871	autoinducer CAI-1 biosynthesis
RXN0-7230	choline dehydrogenase	TD01GL002123	
ALANINE--TRNA-LIGASE-RXN	alaninemdashtRNA ligase	TD01GL000740	tRNA charging
RXN0-7119	isobutyraldehyde reductase	TD01GL002741	
GLUCOSAMINE-KINASE-RXN	glucosamine kinase	TD01GL001443	chitin derivatives degradation
CYSTATHIONINE-BETA-LYASE-RXN	cystathionine beta-lyase;L-cystathionine beta-lyase	TD01GL000406	homocysteine and cysteine interconversion
RXN-11838	23S rRNA pseudouridine955/2504/2580 synthase	TD01GL002275	
PROLINE-RACEMASE-RXN	proline racemase	TD01GL002750	L-ornithine degradation II (Stickland reaction)
RXN-15744	(S)-lactaldehyde reductase	TD01GL002741	1,2-propanediol biosynthesis from lactate (engineered)
RXN-13826	precorrin-7 (C5) methyltransferase	TD01GL001474	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)
RXN-18586	S-sulfo-L-cysteine reductase	TD01GL001908	L-cysteine biosynthesis VII (from S-sulfo-L-cysteine)
RXN0-6952	phospholipase A1	TD01GL001207	
RXN0-7008	proline dehydrogenase	TD01GL001351;TD01GL001349	proline to cytochrome bo oxidase electron transfer
PNP-RXN	purine nucleoside phosphorylase;purine-nucleoside:phosphate ribosyltransferase	TD01GL000923	
1.2.1.54-RXN	4-guanidinobutyraldehyde dehydrogenase	TD01GL003376;TD01GL003388	L-arginine degradation IX (arginine:pyruvate transaminase pathway);L-arginine degradation VIII (arginine oxidase pathway)
