,dna,rna,protein
TD01GL001375,9666.901408450663,8959.38967136171,1360.8372456964014
TD01GL001376,4196.322378716751,3885.5242566510406,598.5133020344286
TD01GL001377,4793.701095461678,4442.605633802859,620.5399061032867
TD01GL001378,7151.017214397586,6628.6384976527,936.4241001564932
TD01GL001379,3961.8153364632267,3662.1283255086264,543.1924882629113
TD01GL001380,9029.303599374043,8453.012519562018,1160.7198748043809
TD01GL001381,14352.503912362565,13413.380281690557,2123.943661971835
TD01GL001382,2872.809076682314,2666.1580594679226,404.42097026604074
TD01GL001383,4691.431924882645,4341.118935837284,688.9280125195613
TD01GL001384,10262.715179968598,9439.553990610551,1475.7433489827838
TD01GL001385,121731.33802814323,113696.36150235991,13961.697965570867
TD01GL001386,1712.7543035993733,1545.9311424100142,282.5117370892021
TD01GL001387,8394.28794992184,7888.732394366376,1055.2816901408432
TD01GL0RAST38,2365.884194053207,2170.109546165883,349.25665101721484
TD01GL001388,16502.582159623704,15512.832550861236,1965.1799687010982
TD01GL001389,1664.3583724569614,1530.4773082942093,251.76056338028195
TD01GL001390,5366.353677621308,5043.192488262978,638.9671361502349
TD01GL001391,4638.223787167464,4319.366197183135,686.3067292644752
TD01GL001392,1431.8857589984339,1338.6932707355254,217.3317683881066
TD01GL001393,3571.2441314553926,3322.96557120503,470.50078247261456
TD01GL001394,906.6510172143984,819.7965571205033,137.44131455399085
TD01GL001395,719.9921752738668,670.3834115805971,98.63067292644764
TD01GL001396,1324.8435054773086,1235.9546165884212,182.35524256651044
TD01GL001397,1054.733959311426,971.3223787167476,155.55555555555574
TD01GL001398,2474.843505477306,2254.968701095462,365.2582159624417
TD01GL001399,2602.660406885758,2392.801251956183,394.8356807511742
TD01GL001400,3151.25195618153,2896.8701095461797,455.04694835680806
TD01GL001401,3697.965571205009,3411.893583724586,512.206572769954
TD01GL001402,1401.408450704225,1273.552425665103,214.4757433489829
TD01GL001403,2139.945226917053,1969.1314553990555,314.4366197183101
TD01GL001404,8944.248826291097,8317.488262910994,1302.1126760563382
TD01GL001405,927.3865414710498,834.507042253524,152.1126760563381
TD01GL001406,9325.35211267603,8644.600938967342,1256.924882629109
TD01GL001407,5200.508607198768,4844.953051643249,680.6338028169008
TD01GL001408,15360.52425665042,14341.040688576362,2035.7198748043866
TD01GL001409,5279.2644757433745,4899.374021909295,724.843505477308
TD01GL001410,2560.876369327072,2389.5931142410022,364.12363067292694
TD01GL001411,7889.593114241076,7340.610328638664,1048.552425665101
TD01GL001412,5423.552425665141,5018.075117370957,732.042253521127
TD01GL001413,5638.84976525826,5244.6400625978795,774.9608763693263
TD01GL001414,5976.877934272352,5530.007824726216,839.9061032863834
TD01GL001415,8999.921752738675,8328.482003130082,1349.100156494522
TD01GL001416,4533.29420970268,4146.0485133020575,705.8294209702659
TD01GL001417,5317.918622848234,4883.724569640115,813.0281690140844
TD01GL001418,6857.198748043876,6353.990610328763,903.8341158059451
TD01GL001419,980.4773082942114,899.41314553991,155.32081377151815
TD01GL001420,8269.91392801263,7662.245696400785,1121.5962441314541
TD01GL001421,14580.32081377099,13541.431924883027,2096.4006259780963
TD01GL001422,9045.422535211283,8381.729264475938,1325.978090766822
TD01GL001423,6019.874804381905,5592.957746478957,831.025039123629
TD01GL001424,2827.85602503912,2627.6995305164355,360.2112676056345
TD01GL001425,3140.179968701091,2914.8278560250483,440.1799687010961
TD01GL001426,3943.19248826291,3661.815336463245,561.7762128325511
TD01GL001427,7403.129890453918,6878.873239436758,1024.8826291079793
TD01GL001428,9126.76056338028,8405.242566510358,1301.4084507042244
TD01GL001429,10988.73239436602,10179.655712050337,1429.2253521126775
TD01GL001430,3692.057902973396,3426.3302034428953,469.7965571205015
TD01GL001431,14509.859154929047,13440.688575900223,2028.5993740219158
TD01GL001432,4036.737089201877,3744.32707355245,560.9154929577462
TD01GL001433,8031.1424100157365,7350.704225352257,1235.9154929577471
TD01GL001434,4794.6791862285,4407.042253521161,734.0375586854461
TD01GL001435,8600.978090766868,7906.220657277164,1310.9154929577473
TD01GL001436,6406.064162754361,5960.758998435156,908.9201877934271
TD01GL001437,8066.236306729362,7482.511737089367,1186.2676056338016
TD01GL001438,3592.136150234743,3330.2425665101846,484.3114241001572
TD01GL001439,3572.5352112676055,3315.1799687011085,498.74804381846735
TD01GL001440,8087.989045383524,7478.364632238028,1160.0156494522682
TD01GL001441,5159.350547730855,4785.3286384977055,693.3098591549292
TD01GL001442,4668.309859154948,4342.957746478907,663.1846635367765
TD01GL001443,5192.449139280159,4824.6087636933225,715.1408450704221
TD01GL001444,10147.026604068764,9458.607198748288,1387.1283255086078
TD01GL001445,5662.167449139311,5255.751173708994,714.4366197183099
TD01GL001446,3847.5743348982796,3565.962441314572,502.5039123630682
TD01GL001447,5469.287949921794,5058.333333333392,778.5211267605629
TD01GL001448,6047.378716744971,5597.1439749609535,857.120500782471
TD01GL001449,2883.294209702657,2678.6776212832606,401.9953051643195
TD01GL001450,4199.178403755877,3846.6744913928233,639.9061032863847
TD01GL001451,3444.679186228479,3195.618153364648,499.8043818466356
TD01GL001452,2311.8935837245613,2154.225352112672,337.36306729264504
TD01GL001453,3319.2097026604088,3066.8622848200384,534.2723004694842
TD01GL001454,9720.813771517942,9015.492957746701,1290.2973395931128
TD01GL001455,4820.305164319264,4488.145539906146,657.8638497652582
TD01GL001456,5227.230046948388,4812.676056338079,724.4131455399058
TD01GL001457,4149.80438184664,3870.4616588419644,591.0406885759004
TD01GL001458,5666.1580594679635,5274.530516431999,837.7543035993737
TD01GL001459,1009.8200312989069,933.9201877934306,146.08763693270748
TD01GL001460,4107.981220657283,3808.2159624413334,571.9092331768392
TD01GL001461,5509.350547730864,5061.384976525883,750.8215962441317
TD01GL001462,5457.902973395967,5060.1721439750245,753.286384976526
TD01GL001463,987.245696400628,915.8841940532118,133.76369327073573
TD01GL0RAST39,613.0281690140853,569.7574334898294,91.15805946791872
TD01GL001464,9983.881064162686,9310.250391236543,1301.4475743348964
TD01GL001465,3196.870109546163,2987.9499217527477,470.07042253521223
TD01GL001466,7339.67136150241,6839.280125195761,1014.553990610327
TD01GL001467,6044.95305164324,5647.61345852904,806.0250391236294
TD01GL001468,20634.976525821632,19230.43818466399,2905.907668231623
TD01GL001469,6208.294209702705,5793.583724569737,840.7668231611882
TD01GL001470,3381.8857589984345,3146.9874804381934,458.6071987480445
TD01GL001471,3906.025039123631,3647.9655712050294,564.4366197183105
TD01GL001472,4028.599374021911,3752.5430359937595,550.2347417840381
TD01GL001473,3911.0328638497663,3636.2284820031473,534.9374021909239
TD01GL001474,6485.680751173768,6057.433489827961,891.5492957746467
TD01GL001475,2311.932707355235,2155.2816901408414,299.4131455399064
TD01GL001476,4313.262910798131,4019.60093896716,592.1361502347422
TD01GL001477,4181.846635367768,3908.2159624413384,602.6995305164322
TD01GL001478,2362.832550860714,2207.3552425665075,338.5367762128328
TD01GL001479,727.3865414710492,676.7605633802841,109.62441314554006
TD01GL001480,630.2425665101727,578.3646322378728,98.04381846635371
TD01GL0RAST40,1444.91392801252,1323.2394366197218,206.8857589984352
TD01GL001481,8282.981220657402,7543.857589984492,1199.4131455399054
TD01GL001482,14349.765258215437,13224.10015649488,2003.9123630672975
TD01GL001483,1157.47261345853,1066.1580594679212,170.1486697965573
TD01GL001484,5171.596244131484,4791.392801252014,709.3505477308292
TD01GL001485,6454.538341158131,5997.652582159724,900.5868544600925
TD01GL001486,2050.5086071987425,1904.8904538341133,280.5946791862288
TD01GL0RAST41,2291.979655712047,2115.375586854458,334.3114241001568
TD01GL001487,2786.071987480436,2570.5007824726185,390.45383411580633
TD01GL001488,2554.5383411580574,2357.7464788732423,356.84663536776253
TD01GL001489,2207.4334898278507,2043.8967136150193,332.7464788732398
TD01GL001490,5031.142410015682,4675.586854460143,732.1596244131443
TD01GL001491,2598.5915492957697,2429.890453834118,372.3787167449146
TD01GL001492,2298.239436619716,2118.1142410015614,335.7981220657279
TD01GL001493,2161.463223787163,1989.6322378716704,313.53677621283293
TD01GL001494,1220.148669796558,1126.956181533649,172.30046948356832
TD01GL001495,2730.477308294209,2507.6291079812263,409.27230046948404
TD01GL001496,2532.1205007824715,2336.267605633802,385.99374021909273
TD01GL001497,2324.2957746478837,2133.528951486696,341.39280125195654
TD01GL001498,650.0391236306739,598.7089201877956,83.52895148669799
TD01GL001499,2954.2644757433454,2723.82629107982,437.8325508607206
TD01GL001500,3138.4585289514844,2899.3348982785715,440.4929577464795
TD01GL001501,3016.58841940532,2775.117370892026,429.0688575899847
TD01GL001502,812.636932707357,755.5946791862314,107.70735524256658
TD01GL001503,1246.9874804381848,1151.8388106416294,171.20500782472624
TD01GL001504,3238.928012519559,2998.552425665113,477.11267605633884
TD01GL001505,9033.841940532087,8389.945226917256,1235.6025039123617
TD01GL001506,1126.2519561815343,1019.6009389671392,178.6776212832553
TD01GL001507,2463.9280125195564,2277.1517996870098,351.64319248826314
TD01GL001508,4314.0453834115915,4002.0735524256884,639.9452269170574
TD01GL001509,5432.902973395969,5046.283255086136,789.5539906103282
TD01GL001510,3128.951486697965,2893.896713615033,445.6181533646327
TD01GL001511,719.1705790297348,659.8591549295797,119.6009389671363
TD01GL001512,2293.3098591549247,2139.6322378716723,313.8888888888893
TD01GL001513,2635.9154929577444,2428.6384976525833,384.6244131455403
TD01GL001514,4013.184663536776,3707.550860719898,599.2175273865419
TD01GL001515,2205.0469483568036,2037.4413145539868,321.4006259780912
TD01GL001516,1949.2566510172094,1811.5414710485106,274.8043818466358
TD01GL001517,3301.291079812208,3031.572769953062,486.46322378716746
TD01GL001518,2635.32863849765,2432.1205007824747,360.71987480438224
TD01GL001519,3276.2519561815375,2997.3004694835786,519.483568075118
TD01GL001520,4425.078247261359,4061.9327073552686,644.4444444444448
TD01GL001521,5017.292644757462,4622.535211267653,724.2175273865419
TD01GL001522,3194.5226917057935,2924.569640062602,485.05477308294246
TD01GL001523,4644.4444444444625,4313.380281690177,655.5164319248827
TD01GL001524,4966.431924882659,4598.513302034473,697.0657276995305
TD01GL0RAST42,617.5665101721448,576.3302034428818,94.28794992175283
TD01GL001526,11760.563380281443,10885.133020344572,1500.0000000000005
TD01GL001525,641.5492957746491,601.408450704227,93.74021909233187
TD01GL001527,7846.244131455499,7291.471048513449,1056.9248826291062
TD01GL001528,2119.4835680751116,1969.483568075114,301.25195618153407
TD01GL001529,3042.8012519561817,2802.4256651017276,412.2065727699533
TD01GL001530,2876.564945226914,2643.9358372457004,436.9718309859162
TD01GL001531,6375.4694835681275,5904.1079812207545,964.1627543035986
TD01GL001532,4600.899843505496,4281.964006259812,667.6447574334895
TD01GL001533,10803.560250391078,10054.733959311698,1540.7276995305187
TD01GL001534,10688.575899843363,9904.147104851585,1564.906103286386
TD01GL001535,5774.8826291080295,5361.032863849841,785.3286384976526
TD01GL001536,1928.6384976525783,1788.3411580594668,286.81533646322407
TD01GL001537,2783.059467918621,2574.139280125199,403.2472613458534
TD01GL001538,2787.3630672926433,2574.3740219092374,399.64788732394413
TD01GL001539,7899.1392801252905,7300.782472613607,1069.0923317683864
TD01GL001540,11706.416275430109,10822.691705790576,1582.042253521128
TD01GL001541,7292.449139280199,6716.549295774773,992.4882629107963
TD01GL001542,9016.823161189383,8305.633802817081,1264.8669796557126
TD01GL001543,814.2801251956195,741.9796557120529,139.94522691705802
TD01GL001544,3346.5571205007823,3090.140845070436,422.10485133020444
TD01GL001545,6944.640062597881,6422.339593114355,1004.8904538341138
TD01GL001546,4903.716744913951,4563.654147104896,724.2957746478874
TD01GL001547,5780.086071987512,5369.9139280126055,828.4037558685437
TD01GL001548,5459.272300469515,5066.158059467982,778.8732394366192
TD01GL001549,5092.918622848229,4673.435054773129,769.7183098591547
TD01GL001550,5676.251956181577,5191.510172144041,875.625978090767
TD01GL001551,8484.624413145617,7865.297339593287,1201.6823161189366
TD01GL001552,2087.167449139274,1932.0031298904505,318.4272300469485
TD01GL001553,7492.410015649542,6923.55242566524,1027.5039123630654
TD01GL001554,3591.3536776212813,3328.4428794992327,492.5273865414717
TD01GL001555,3400.978090766823,3132.9812206572883,505.0469483568086
TD01GL001556,7490.923317683962,6879.42097026617,1138.4976525821592
TD01GL001557,5031.53364632241,4628.169014084555,752.5039123630669
TD01GL001558,4612.519561815353,4255.47730829424,701.8779342722995
TD01GL001559,7078.247261345938,6558.215962441434,930.6729264475731
TD01GL001560,3493.2316118935823,3215.2973395931285,505.12519561815424
TD01GL001561,2098.8654147104817,1938.6150234741758,277.5821596244133
TD01GL001562,2531.8075117370877,2354.81220657277,372.9264475743354
TD01GL001563,10334.624413145424,9544.718309859385,1455.8685446009392
TD01GL001564,6310.9154929578135,5765.6103286385805,940.1408450704212
TD01GL001565,5695.461658841985,5246.322378716815,805.8294209702655
TD01GL001566,5438.341158059509,5050.156494522755,704.1471048513308
TD01GL001567,6500.821596244209,5979.38184663546,907.7464788732385
TD01GL001568,1690.3364632237851,1559.1158059467914,235.01564945226932
TD01GL001569,3574.9608763693273,3295.696400625994,492.4491392801259
TD01GL001570,5913.184663536817,5507.39436619727,826.7996870109541
TD01GL001572,5304.577464788752,4890.727699530573,785.7589984350541
TD01GL001571,635.6807511737098,589.9061032863874,85.40688575899848
TD01GL001573,13541.471048512873,12512.128325508947,1941.2363067292686
TD01GL001574,14218.035993739712,13204.577464789107,2018.1142410015684
TD01GL001575,2498.122065727695,2319.014084507043,347.8873239436623
TD01GL001576,2517.840375586849,2337.2456964006283,355.9076682316124
TD01GL001577,714.7104851330212,655.3990610328657,106.53364632237877
TD01GL001578,2551.2910798122034,2347.378716744914,360.17214397496133
TD01GL001579,1418.4663536776202,1324.256651017216,182.90297339593167
TD01GL001580,6052.777777777834,5634.624413145623,833.0985915492951
TD01GL001581,19588.732394366005,18190.766823161648,2787.98904538342
TD01GL001582,7933.959311424203,7313.223787167597,1085.2503912363052
TD01GL001583,769.9921752738665,702.1517996870126,120.97026604068866
TD01GL001584,7298.748043818556,6743.661971831111,1007.0813771517983
TD01GL001585,6625.039123630737,6078.012519561915,1024.1392801251952
TD01GL001586,4441.118935837256,4116.15805946795,599.6478873239441
TD01GL001587,3621.400625978094,3316.3145539906254,539.1627543036003
TD01GL001588,3340.492957746481,3042.370892018789,487.63693270735587
TD01GL001589,6674.960876369401,6165.649452269275,979.6948356807494
TD01GL001590,1617.1361502347384,1496.4006259780897,223.90453834115843
TD01GL001591,7523.317683881161,6961.658841940666,1074.1001564945204
TD01GL001592,5246.009389671392,4863.536776212886,741.4319248826291
TD01GL001593,2308.9201877934233,2131.924882629104,297.9655712050081
TD01GL001594,5773.2785602504355,5344.718309859228,815.336463223786
TD01GL001595,2756.6510172143926,2568.5446009389707,368.9749608763693
TD01GL001596,14191.040688575398,13198.474178404145,2079.147104851333
TD01GL001597,2796.2832550860694,2610.2895148669827,406.181533646323
TD01GL001598,7101.564945226991,6526.682316119049,1033.959311424099
TD01GL001599,4190.53208137716,3856.8075117371104,604.5383411580596
TD01GL0RAST43,751.8779342723017,688.5758998435081,109.42879499217538
TD01GL001600,6304.616588419476,5785.133020344381,901.956181533645
TD01GL001601,2634.66353677621,2425.8215962441354,369.796557120501
TD01GL001602,9676.408450704203,8860.83724569659,1398.0046948356805
TD01GL0RAST44,1648.3568075117355,1523.630672926448,231.53364632237887
TD01GL001603,1431.8857589984339,1338.6932707355254,217.3317683881066
TD01GL001604,4638.223787167464,4319.366197183135,686.3067292644752
