metacyc	kegg
4-ALPHA-METHYL-5-ALPHA-CHOLEST-7-EN-3-ON	C04453
CPD-1821	C06366
PHENYL	C07113
CPD-10598	C10700
CPD-13831	C11993
CPD-9168	C16234
CPD-7400	C08734
CPD-13826	C11991
CPD-3441	C16187
CPD-15233	D03158
CPD-13823	C15682
3-4DH3-4DH9FLUORENONE	C07722
CPD-12476	C08061
CPD-607	C03483
CPD-10484	C17010
META-XYLENE	C07208
CPD-13835	C11999
CPD-10381	C15745
CPD-13808	C06838
CPD-6484	C10452
CPD-10385	C15749
CPD-14202	C02953
CPD-10382	C15744
CPD-14203	C20263
CPD-10386	C15750
CPD-13832	C11996
CPD-10383	C15747
2F1INDANONE	C07719
CPD-10387	C15748
CPD-10384	C15746
CPD-181	C03837
BENZENE	C01407
ISOCHROMANONE	C07728
CPD-316	C01007
CPD-9136	C18317
CPD-14328	C20428
CPD-616	C03338
CPD-14329	C18195
CPD-14334	C18196
CPD-16658	C21001
CPD-14335	C20429
CPD-1421	C07212
1F2INDANONE	C07726
CPD-11419	C17017
CPD-10455	C16394
4H9FLUORENONE	C07723
DIHYDROCOUMARIN	C02274
CPD-9127	C14418
CPD-10781	C11842
CPD-10785	C21199
CPD-14170	C14385
CPD-10782	C11841
1-2DHFLUORENE	C07724
CPD-10783	C21201
CPD-10780	C21198
CPD-10784	C11837
3-HEXAPRENYL-4-HYDROXYBENZOATE	C13425
TOLUENE	C01455
CPD1A0-6123	C06691
CPD-8814	C18014
CPD-21227	C11237
O-ACETYLCARNITINE	C02571
CPD-15752	C12026
6-KESTOSE	G02540
CPD-14144	C03209
CPD-13567	C01725
CPD-12798	C21420
CPD-9169	C16235
CPD-7403	C14147
CPD-1789	C06316
CPD-18465	C09145
OX-COENZYME-F420	C00876
CPD-12502	C08062
CPD-1786	C03077
BIPHENYL	C06588
NAPHTHALENE	C00829
CPD-16721	C10792
2INDANONE	C07727
NICOTINAMIDE_NUCLEOTIDE	C00455
5-FORMYL-THF	C03479
CPD-12111	C20414
LEUKOTRIENE-C4	C02166
ISOPENICILLIN-N	C05557
BENZENE-NO2	C06813
10-FORMYL-THF	C00234
CPD-16664	C16818
ISOMETHYLEUGENOL	C10478
CPD-9138	C16391
CPD-9220	C07177
CPD-6421	C06358
CPD-11281	C17267
CPD-18553	C21703
CPD-921	C05526
CPD-16659	C21002
METHYLENE-THF	C00143
CPD-1422	C06756
1OXO2YLIDENE	C07718
5-METHYL-THF	C00440
CPD-1302	C04489
CPD-1774	C00651
9FLUORENOL	C06711
ETHYLBENZENE	C07111
CPD-9132	C11006
PENICILLIN-G	C05551
CPD-16656	C20984
CPD-17729	C18622
CPD-14171	C14138
1-INDANONE	C01504
CPD-20216	C21701
S-HYDROXYMETHYLGLUTATHIONE	C14180
CPD-9218	C06869
3H1INDANONE	C07720
CPD3O-4151	C06044
CPD-1772	C06735
CPD-548	C01031
CPD-1771	C04390
PENICILLIN-N	C06564
CPD-17697	C10826
3-4DH3-4DHFLUORENE	C07721
SALICYLALDEHYDE	C06202
CPD-17687	C18489
CPD-9223	C13110
CPD-9378	C18759
CPD-7404	C14148
CPD-8973	C14228
CPD-17667	C09154
CPD-9219	C11170
CPD-15564	C19425
AMINO-PARATHION	C06605
CPD-12829	C16695
CPD-13772	C14222
CPD-10246	C14179
CPD-10596	C13637
CPD-11725	C03349
CPD-9195	C06574
CHLOROBENZENE	C06990
OCTAPRENYL-METHYL-OH-METHOXY-BENZQ	C05815
NITROSOBENZENE	C06876
CPD-11799	C11499
CPD-9067	C11242
CPD-367	C11537
CPD-7399	C08733
CPD-542	C02914
CPD-16722	C05585
CPD-7610	C08980
CPD-13935	C01728
CPD-12789	C19773
CPD-12215	C20465
CPD-13251	C17419
ALPHA-MALTOSE	C00897
CPD-10477	C16999
CPD-15717	C01971
BENZOYL-ACETATE	C07114
CPD-17564	C17385
MELILOTATE	C01198
CPD-9139	C19560
CPD-9482	C17420
CPD-6441	C20645
CPD-3605	C08240
CPD-19115	C21490
HOMO-CYS	C00155
CPD-16662	C21003
CPD-17561	C07555
CPD-230	C01742
2-HYDROXY-6-2-CARBOXYPHENYL-6-OXO-24-	C16264
CPD-13354	C06046
CPD-17560	C21159
O-SUCCINYL-L-HOMOSERINE	C01118
CPD-10457	C16392
CPD-17559	C19270
ALPHA-KOJIBIOSE	C15548
TREHALOSE	C01083
L-GLUTAMATE_GAMMA-SEMIALDEHYDE	C01165
CPD-68	C01234
CELLOBIOSE	C06422
L-ASPARTATE-SEMIALDEHYDE	C00441
CPD-15976	C06421
HOMO-SER	C00263
CPD-17535	C17699
CPD-161	C02427
CELLOTRIOSE	C06219
OCTAPRENYL-METHOXY-BENZOQUINONE	C05813
Alpha-lactose	C00243
OH-CH3-SER	C03059
CPD-15971	C01970
CYSTINE	C01420
L-ORNITHINE	C00077
CPD-9699	C08287
L-CANALINE	C08270
CPD-3321	C16138
HOMOCYSTINE	C01817
CPD-17880	C03665
CPD-862	C00808
CPD-175	C01191
FRUCTOSELYSINE	C16488
--CAMPHOR	C00809
CPD-8069	C12636
DIIODO-L-TYROSINE	C01060
O-PHOSPHO-L-HOMOSERINE	C01102
3-SULFINOALANINE	C00606
MALTOTETRAOSE	C02052
L-DIHYDROXY-PHENYLALANINE	C00355
MALTOHEXAOSE	C01936
L-4-HYDROXYGLUTAMATE_SEMIALDEHYDE	C05938
CPD0-1133	G00689
CPD-174	C03300
TRANS-3-METHYL-GLUTACONYL-COA	C03231
SUC-COA	C00091
SINAPOYL-COA	C00411
CPD-8490	C12307
CPD0-1562	C05704
METHACRYLYL-COA	C03460
CPD-7880	C02278
L-CITRULLINE	C00327
OXALYL-COA	C00313
CPD-173	C02323
MALONYL-COA	C00083
LINOLENOYL-COA	C16162
CPD-2041	C02486
ISOVALERYL-COA	C02939
CPD-14736	C01718
ISOBUTYRYL-COA	C00630
HOMOARGININE	C01924
GLUTARYL-COA	C00527
CPD-468	C00956
GLUTACONYL-COA	C02411
CPD-14976	C17140
GAMMA-LINOLENOYL-COA	C03035
CPD-14974	C11580
L-ALPHA-AMINO-EPSILON-KETO-PIMELATE	C03871
FORMYL-COA	C00798
FERULOYL-COA	C00406
CPD-14950	C05902
DEPHOSPHO-COA	C00882
CPD-9409	C06027
CPD-17006	C06814
CPD-9408	C06028
2-PG	C00631
CPD-17	c06719
D-TAGATURONATE	C00558
CPD-76	C01291
CPD-73	C00845
CPD-7275	C05450
CPD-7257	C05467
CPD-7243	C05460
CPD-72	c17345
CPD-71	C15613
CPD-625	C04316
CPD-5922	C16257
CPD-514	C07118
L-IDONATE	C00770
CPD-513	C06362
D-ALTRONATE	C00817
CPD-14910	C17788
D-GALACTONATE	C00880
CPD-322	C00920
ACETAMIDE	C06244
CPD-317	C02015
L-GULONATE	C00800
CPD-264	C05195
CPD0-1083	c15930
CPD-226	C02331
AMINOHYDROQUINONE	C14604
DEHYDFUC-CPD	C03827
CPD-20949	C21044
CPD-11568	C14808
2-DH-3-DO-D-ARABINONATE	C03826
UREA	C00086
DEHYDRO-3-DEOXY-L-RHAMNONATE	C03979
CPD-16171	C14810
CPD-645	C06893
CPD-1134	C00684
CPD-12212	C18069
N-METHYLHEXANAMIDE	C02722
CPD-2044	C04849
CPD-14857	C10116
R-2-HYDROXYSTEARATE	C03042
CPD-14152	C17500
CPD-207	C00582
IMINOASPARTATE	C05840
CPD-12213	C18070
CPD-13510	C17391
CPD-5921	C05607
CPD0-1366	C11255
CPD-2222	C03964
CPD-10529	C10030
CPD-203	C01894
CPD-10527	C04581
CPD-10520	C10031
CPD-13587	C21112
CPD-10510	C04444
CPD-12214	C18071
CPD-201	C02949
3457-TETRAHYDROXY-3-METHOXYFLAVONE	C04443
CPD-440	C02717
345-TRIHYDROXY-37-DIMETHOXYFLAVONE	C01265
ALLANTOATE	C00499
N-4-GUANIDINOBUTYL-4-HYDROXYCINNAMAMID	C04498
TRIMETHYLSULFONIUM	C01008
23-DIPHOSPHOGLYCERATE	C01159
DPG	C00236
CPD-13365	C01776
CPD-1827	C01920
CPD-16855	C11546
3-ADP-2-PHOSPHOGLYCERATE	C03673
G3P	C00197
CPD0-2114	C06227
CPD-13586	C21111
CPD-18	C02050
CPD-1776	C06387
CPD-12071	C12216
3-ADPGLYCERATE	C02509
2-O-ALPHA-MANNOSYL-D-GLYCERATE	C11544
CPD-9190	C19792
ALPHA-D-MANNOSYL-3-PHOSPHOGLYCERATE	C11516
CPD-17259	C05989
CPD-16787	C11182
CPD0-2241	C06228
CPD-7847	C08580
CPD-15896	C14120
CPD-16697	C21144
CPD-10261	C16217
CPD-8332	C13880
CPD-9290	C08374
CPD-16562	D00332
AEROBACTIN	C05554
CPD-148	C01387
CPD-7289	C15501
CPD-9288	C11271
CPD-7291	C15502
CPD-7231	C15500
CPD-9992	C12037
CPD-15363	C16530
FERRIC-CITRATE-COMPLEX	C06229
CPD-16493	D03735
FERRIC-ENTEROBACTIN-COMPLEX	C06230
CPD-16491	C04744
CPD-16448	C20891
CPD-16446	C20770
CPD-12906	C16471
CPD-12905	C16469
C6	C05898
SUCROSE	C00089
CPD-12902	C16470
MELIBIOSE	C05402
CPD-12897	C16466
CPD-12896	C16464
CPD-16439	C20790
CPD-12716	C19775
CPD-162	C02927
CPD-7695	C05889
CPD-36	C01310
CPD-13846	C04630
CPD-221	C02964
UDP-4-AMINO-4-DEOXY-L-ARABINOSE	C16153
CPD-16010	C11198
CPD-12180	C17741
CPD-16	c02183
CPD-11881	C07303
CPD-15995	C11997
CPD-15955	C01687
CPD-16181	C20887
CPD-15948	C12000
CPD-14142	C01737
N3-ACETYLGENTAMICIN-C	C03297
CPD-15094	C20568
CPD-14175	C17707
CPD-14176	C18003
CPD-1137	C00531
CPD-14197	C06820
CPD-1083	C03345
CPD-4823	C01823
CPD-10505	C17343
CPD-15944	C12002
CPD-388	C01948
CPD-14087	C20354
CPD-10066	C11421
CPD-15943	C12003
CPD-14017	C20236
CPD-10054	C11407
CAFFEOYL-COA	C00323
BETA-ALANYL-COA	C02335
1-DEOXYNOJIRIMYCIN	C16843
BENZYLSUCCINYL-COA	C09817
BENZOYLCOA	C00512
CPD-4821	C01822
CPD-13399	C19636
ACRYLYL-COA	C00894
CPD-13295	C20570
ACETYL-COA	C00024
5-HYDROXYPENTANOYL-COA	C03237
CPD-15919	C20944
4-HYDROXY-BUTYRYL-COA	C11062
CPD-4592	C06800
CPD-13037	C01630
CPD-10224	C12212
3S-CITRYL-COA	C00566
CPD-10177	C16753
CPD-4822	C00825
CPD-12435	C02273
3-METHYL-CROTONYL-COA	C03069
CPD-10178	C16755
3-HYDROXYADIPYL-COA	C14145
CPD-10179	C16754
CPD-11241	C06118
3-HYDROXY-PROPIONYL-COA	C05668
CPD-10684	C18068
3-HYDROXY-3-METHYL-GLUTARYL-COA	C00356
GENTAMICIN-C	C01918
BETA-D-GALACTOSYL-ETCETERA-GLUCOSAMINE	C00611
3-HYDROXY-3-4-METHYLPENT-3-EN-1-YLG-COA	C04675
2-METHYL-BUTYRYL-COA	C01033
6-O-BETA-D-XYLOPYRANOSYL	C08245
2-METHYL-ACETO-ACETYL-COA	C03344
CPD-17052	C10595
CPD-14216	C00908
4-DEOXY-BETA-D-GLUC-4-ENURONOSYL-6S	C04865
2-METHYL-3-HYDROXY-BUTYRYL-COA	C04405
2-HYDROXYGLUTARYL-COA	C03058
2-AMINOBENZOYL-COA	C02247
CPD-15273	C20636
CPD-159	C03656
CPD-15268	C20605
CPD-15266	C20604
CPD-15261	C20564
CPD-15260	C20630
CPD-15259	C20045
CPD-7088	C05909
LEUCOPELARGONIDIN-CMPD	C03648
CPD-590	C05906
CPD-12167	C10464
CPD-15890	C18502
CPD-12172	C10532
CPD-5741	C07593
CPD-12163	C10417
CPD-3424	C10216
ONONIN	C10509
CPD-4563	C05376
CPD-13152	C21770
CPD-3421	C09126
CPD-9758	C09861
BIOCHANIN-A	C00814
CPD-19636	C05151
FORMONONETIN	C00858
CPD-16763	C10078
CPD-8004	C10084
CPD-3261	C01495
CPD-19531	C10105
CPD-944	C21150
CPD-157	C04479
CPD-10437	C11142
CPD-14907	C10118
SULFOACETALDEHYDE	C00593
CPD-14867	C02806
CPD-14866	C10122
33457-PENTAHYDROXY-8-METHOXYFLAVON	C04527
CPD-15553	C11095
CoM	C03576
CPD-16765	C17785
ISOORIENTIN	C01821
CPD-380	C05528
ISOVITEXIN	C01714
CPD-15083	C10114
TAURINE	C00245
VITEXIN	C01460
L-CYSTEATE	C00506
Z-11-TETRADECENOYL-COA	C06737
574-TRIHYDROXY-3-METHOXYFLAVONE	C04293
CYANIDIN-3-O-RHAMNOSYLGLUCOSIDE	C08620
2-AMINOBENZENESULFONATE	C06333
CPD-15515	C07591
CPD-7708	C16299
CPD-7140	C12640
CPD-7038	C19181
CPD-7137	C08725
CPD-7966	C16314
CPD-15508	C11918
CPD-7714	C12096
CPD-7141	C12641
CPD-7138	C08639
4-TOLUENESULFONATE	C06677
CPD-7960	C16313
CPD-155	C03269
CPD-7148	C12645
CPD-7139	C16312
CPD-15002	C12646
CPD-7149	C12642
CPD-305	C01616
CPD-7862	C16301
CPD-16542	C12643
CPD-10368	C15692
CPD-10369	C15691
CPD-945	C06742
CPD-7844	C16307
CPD-7051	C07168
CPD-7842	C16306
CPD-7843	C16305
CPD-15422	C12468
CPD-20531	D00373
THZ	C04294
CPD-10432	D07330
THZ-P	C04327
PELARGONIDIN-CMPD	C05904
CPD-7101	C02892
CPD-591	C05905
CPD-15051	C08716
CPD-8766	C14437
CPD-7090	C05908
CPD-9305	C08389
CPD-13041	C00841
CPD-15319	C06034
CPD-366	C11536
CPD-15315	C20634
CPD-19210	C17350
CPD-15304	C20157
CPD-13908	C18870
BUTYRIC_ACID	C00246
TRYPANOTHIONE	C02090
VALERATE	C00803
CPD-12585	C16502
CPD-211	C04544
2K-4CH3-PENTANOATE	C00233
NOCARDICIN-A	C01941
CPD-13909	C18871
GLUTATHIONYLSPERMIDINE	C05730
PROPIONATE	C00163
PYRUVATE	C00022
CPD-15264	C20513
OXIDIZED-GLUTATHIONE	C00127
ACET	C00033
FORMATE	C00058
CPD-15263	C20512
MI-HEXAKISPHOSPHATE	C01204
CPD-15262	C20607
NOCARDICIN-E	C01739
CPD-15211	C20515
CPD-9275	C07600
ARACHIDONIC_ACID	C00219
CPD-8117	C06426
ISONOCARDICIN-A	C00927
CPD-15163	C05985
STEARIC_ACID	C01530
CPD-10418	C06674
CPD-730	C04780
CPD-15156	C01624
CPD-13792	C16513
3-SULFOCATECHOL	C06336
OLEATE-CPD	C00712
MALTOTRIOSE	C01835
5Z7E9E14Z17Z-EICOSAPENTAENOATE	C12083
CPD-15119	C01359
PALMITATE	C00249
LINOLEIC_ACID	C01595
BENZOSEMIQUINONE	C02389
CPD-8477	C08363
PLASTOQUINONE-9	C10385
CPD-15029	C09791
CPD-3781	C13183
CPD-8229	C08364
CPD-10180	C16207
UBIQUINONE-9	C01967
UBIQUINONE-2	C00399
CPD-15	C06597
UBIQUINONE-6	C17568
TRANS-2-CHLORO-4-CARBOXYMETHYLENEBUT-2-E	C04729
UBIQUINONE-8	C17569
L-XYLONO-14-LACTONE	C02994
UBIQUINONE-10	C11378
D-XYLONO-14-LACTONE	C02753
ARACHIDIC_ACID	C06425
D-GALACTONO-1-4-LACTONE	C03383
CPD-15301	C20623
CPD-368	C01114
CPD-7836	C06424
CPD-356	C00652
CPD-12653	C16300
5Z8Z11Z14Z17Z-EICOSAPENTAENOATE	C06428
CPD-20439	C09128
CPD-15834	C20738
CPD-729	C01226
MPBQ	C15882
CHLOROHYDROQUINONE	C06601
DMPBQ	C15883
236-TRICHLOROHYDROQUINONE	C07099
CPD-7249	C15495
CPD-15572	C20677
LINOLENIC_ACID	C06427
CPD-15570	C20673
TETRACHLOROHYDROQUINONE	C03434
CPD-9319	C10793
CPD-11712	C20737
MENADIOL	C07126
26-DICHLORO-P-HYDROQUINONE	C07097
DOCOSANOATE	C08281
CPD-9320	C18132
CPD-8231	C08315
2-METHYL-6-SOLANYL-14-BENZOQUINONE	C17570
CPD-14751	D00199
CPD-10636	C12834
CPD-14743	C06345
CPD-10608	C12838
NADP	C00006
CPD-14702	C05502
CIS-2-CHLORO-4-CARBOXYMETHYLENEBUT-2-EN-	C04706
NAD	C00003
4-CARBOXYMETHYLENEBUT-2-EN-4-OLIDE	C04431
NADPH	C00005
NADH	C00004
CPD-2021	C04834
CPD-17026	C21574
CPD-653	C04856
CPD-14697	C21369
CPD-13433	G10085
CPD-803	C04103
CPD-13947	C06635
CPD-8892	C00909
910-EPOXY-18-HYDROXYSTEARATE	C19620
DEAMIDO-NAD	C00857
CPD-17007	C21572
CPD-16685	C12380
CPD-728	C04672
EPOXYOCTA-CPD	C04594
CPD-18242	C09047
CPD-15009	C13051
LUCIFERIN	C02894
OPLOPHORUS-LUCIFERIN	C15037
